Are you self-employed?,Is your employer primarily a tech company/organization?,Do you have previous employers?,Have you ever sought treatment for a mental health issue from a mental health professional?,What is your age?,How many employees does your company or organization have?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?.1,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?,Cluster
0,1.0,1,0,34,100-500,Yes,I am not sure,No,I don't know,Yes,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No,Some did,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,"No, at none of my previous employers",Some did,Some of them,Yes,Unknown,Maybe,Unknown,"Yes, I think it would","No, I don't think they would",Somewhat not open,Maybe/Not sure,I don't know,No,No,No,Not applicable to me,Not applicable to me,male,United States of America,California,United States of America,California,Back-end Developer|DevOps/SysAdmin,Never,0
0,1.0,1,1,32,6-25,Yes,Yes,No,No,Yes,Very easy,Maybe,No,No,Yes,Yes,No,"Yes, they all did",I was aware of some,Some did,Some did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,No,"i would not bring it to up until I received an offer, unless it impacted my interview performance.",No,Might mean no offer.,"Yes, I think it would","No, I don't think they would",Somewhat open,"Yes, I experienced",No,Maybe,Maybe,Yes,Rarely,Often,Male,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0
0,1.0,1,1,37,100-500,No,No,No,No,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,I don't know,No,"No, none did",I was aware of some,None did,None did,I don't know,"Yes, all of them","Yes, all of them",Some of my previous employers,"No, at none of my previous employers",None did,"Yes, all of them",Maybe,Unknown,Maybe,Unknown,"Yes, it has",Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,Sometimes,Sometimes,male,United Kingdom,Unknown,United Kingdom,Unknown,Support,Always,1
0,1.0,1,1,31,26-100,I don't know,No,Yes,No,I don't know,Very easy,Yes,Maybe,Maybe,Maybe,Yes,No,"No, none did","No, I only became aware later",None did,None did,No,None of them,Some of them,Some of my previous employers,Some of my previous employers,None did,Some of them,Maybe,Fear of being discriminated,No,Fear of being rejected or discriminated,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Yes,Yes,Yes,Yes,Never,Often,Male,United States of America,Florida,United States of America,California,Dev Evangelist/Advocate|Support|Back-end Developer,Always,0
0,1.0,1,1,36,100-500,Yes,Yes,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,No,No,"Yes, they all did",I was aware of some,Some did,Some did,I don't know,Some of them,Some of them,Some of my previous employers,"Yes, at all of my previous employers",Some did,None of them,No,can't imagine this making my desired outcome more likely,No,pretty sure this would not work out in my favor,"Yes, I think it would",Maybe,Neutral,Maybe/Not sure,Yes,Yes,Yes,Yes,Rarely,Often,m,United States of America,Minnesota,United States of America,Minnesota,Supervisor/Team Lead|Back-end Developer,Sometimes,1
0,1.0,1,1,38,100-500,Yes,No,No,No,I don't know,I don't know,Maybe,No,No,No,I don't know,No,Some did,I was aware of some,None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,None did,Some of them,No,Not sure I'd be discriminated against by just not getting an offer. It'd be very hard to prove.,No,"Because while discriminating for mental health is not legal, one never gets reasons for a job offer not being extended, so it can only hinder.","Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),"Yes, I observed",Yes,Yes,No,Yes,Not applicable to me,Not applicable to me,Male,United States of America,Missouri,United States of America,California,Back-end Developer,Always,1
0,1.0,1,0,26,100-500,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,Maybe,I don't know,No,I don't know,N/A (not currently aware),Some did,Some did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,Maybe,I'm hesitant to bring up anything that might make me seem less employable but has no actual effect on my productivity.,No,Same as above -- hesitant to bring up anything that doesn't affect my work but might make me seem less employable.,Maybe,Maybe,Neutral,No,I don't know,Yes,Yes,No,Never,Rarely,male,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0
0,1.0,1,1,37,More than 1000,Yes,I am not sure,Yes,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,I don't know,No,"Yes, they all did",I was aware of some,Some did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Maybe,"Don't currently have one, so not sure I'd have anything to bring up. Haven't had to think about it.",No,General sense of stigma.,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,Yes,Maybe,Yes,Rarely,Sometimes,Male,United States of America,California,United States of America,California,Dev Evangelist/Advocate|DevOps/SysAdmin,Never,1
0,1.0,1,1,27,26-100,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,Yes,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,"No, at none of my previous employers",None did,Some of them,Maybe,Unknown,No,No need to disclose so early as it may not be an issue. Don't want to give them a reason not to pick me!,Maybe,Maybe,Neutral,Maybe/Not sure,Yes,Yes,Yes,Yes,Rarely,Sometimes,Female,United Kingdom,Unknown,United Kingdom,Unknown,Designer,Never,0
0,1.0,1,1,32,26-100,Yes,I am not sure,Yes,I don't know,Yes,Very easy,No,No,Yes,Yes,Yes,No,I don't know,N/A (not currently aware),Some did,None did,I don't know,I don't know,None of them,Some of my previous employers,"Yes, at all of my previous employers",Some did,None of them,Yes,Because I value honesty very much and know that setting expectations in very beneficial for everybody,Maybe,Unknown,"No, I don't think it would",Maybe,Very open,No,No,Yes,No,No,Never,Sometimes,Male,Netherlands,Unknown,Netherlands,Unknown,Back-end Developer,Never,0
0,1.0,1,1,26,26-100,No,No,Yes,No,I don't know,Very difficult,No,No,Yes,Yes,Yes,No,Some did,"No, I only became aware later",None did,None did,"Yes, always",Some of them,None of them,"No, at none of my previous employers","No, at none of my previous employers",None did,"Yes, all of them",Yes,If it affected my work or was something obvious I would talk about it.,No,Because I would be scared they would think that it affects my work and I'm not worth hiring.,"Yes, I think it would","No, I don't think they would",Somewhat open,No,No,Yes,Yes,Yes,Sometimes,Sometimes,Female,Germany,Unknown,Germany,Unknown,Dev Evangelist/Advocate,Always,0
0,1.0,1,1,29,26-100,Not eligible for coverage / N/A,No,No,No,I don't know,I don't know,No,No,Maybe,Yes,I don't know,No,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,It may affect my availability to perform my job,Maybe,"I wouldn't because for fear of not being hired because of it, but at the same time I feel like I should It may affect my availability to perform my job",Maybe,Maybe,Very open,No,Yes,Yes,Maybe,No,Not applicable to me,Sometimes,Male,Colombia,Unknown,Colombia,Unknown,Back-end Developer,Always,0
0,1.0,1,1,26,26-100,Yes,Yes,Yes,Yes,I don't know,I don't know,Maybe,Maybe,Yes,Maybe,I don't know,No,Some did,"No, I only became aware later",None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,Some of them,Maybe,Unknown,Maybe,Unknown,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,Sometimes,Often,nb masculine,Germany,Unknown,Germany,Unknown,Back-end Developer|DevOps/SysAdmin,Never,0
0,1.0,1,0,23,100-500,Yes,I am not sure,No,No,I don't know,Somewhat difficult,No,No,Maybe,Maybe,No,No,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,None did,None of them,No,Not relevant,No,Not relevant,"Yes, I think it would",Maybe,Somewhat not open,No,No,No,No,No,Not applicable to me,Not applicable to me,Female,United States of America,California,United States of America,California,Back-end Developer,Never,0
0,1.0,1,1,30,100-500,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,Some did,I was aware of some,Some did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,I wouldn't want to work for an employer who couldn't handle the fact that I (or any coworkers) might have a health issue.,Yes,I wouldn't want to work for an employer who couldn't handle the fact that I (or any coworkers) might have a health issue.,"No, I don't think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),No,Yes,Yes,No,Yes,Rarely,Sometimes,Male,United States of America,California,United States of America,California,Supervisor/Team Lead|Support,Sometimes,0
0,1.0,1,1,46,100-500,I don't know,I am not sure,No,I don't know,I don't know,Very difficult,Maybe,Maybe,No,No,I don't know,No,Some did,I was aware of some,Some did,Some did,I don't know,"Yes, all of them",Some of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,Some of them,No,You can be assured that it would not be a taken as a negative. ,No,"Same, although would have greater concern about employer viewing mental health as worse that a physical health issue as well as overall negative views of mental health issues. ","Yes, I think it would",Maybe,Not open at all,"Yes, I observed",I don't know,Maybe,Maybe,Yes,Sometimes,Sometimes,male,United States of America,California,United States of America,California,Supervisor/Team Lead|Support,Sometimes,1
0,1.0,1,0,26,26-100,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Yes,Yes,I don't know,No,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,"Yes, at all of my previous employers",I don't know,None of them,Maybe,Unknown ramifications. ,Maybe,Unknown ramifications. ,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,No,Not applicable to me,Not applicable to me,Male,United States of America,Colorado,United States of America,Colorado,Back-end Developer,Sometimes,0
0,1.0,1,0,30,More than 1000,Yes,Yes,Yes,Yes,Yes,I don't know,Maybe,No,No,No,I don't know,No,"Yes, they all did","Yes, I was aware of all of them",None did,None did,"Yes, always",I don't know,Some of them,"No, at none of my previous employers",I don't know,I don't know,Some of them,Yes,Unknown,No,Unknown,"Yes, I think it would",Maybe,Neutral,Maybe/Not sure,I don't know,No,No,No,Not applicable to me,Not applicable to me,m,United States of America,California,United States of America,California,DevOps/SysAdmin,Sometimes,0
0,1.0,1,0,27,100-500,No,No,No,No,I don't know,I don't know,Yes,Maybe,No,No,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,"Yes, all of them",Some of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,None of them,No,Unknown,No,Unknown,"Yes, I think it would","Yes, I think they would",Very open,No,No,No,No,No,Not applicable to me,Not applicable to me,f,Canada,Unknown,United States of America,California,Back-end Developer,Always,0
0,1.0,1,1,26,26-100,Yes,Yes,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,No,No,Some did,"Yes, I was aware of all of them",Some did,Some did,Sometimes,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,None of them,Maybe,"I want to be considered the same as every other applicant, and not be categorized by my limitations.",No,"I want to be considered the same as every other applicant, and not be categorized by my limitations.","Yes, I think it would",Maybe,Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,Rarely,Often,Cisgender Female,United States of America,California,United States of America,California,HR|Dev Evangelist/Advocate|Sales,Sometimes,0
0,1.0,1,0,35,100-500,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,Maybe,"If the potential employer explained their position on support for employees with physical health issues at the start of an interview, that would encourage me to speak of it.",Maybe,"Again, if the employer stated their position on mental health issues and support for potential employees then I would feel comfortable talking about it.",Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,No,No,No,Not applicable to me,Not applicable to me,Male,Australia,Unknown,Australia,Unknown,Back-end Developer,Always,0
0,1.0,1,1,34,100-500,I don't know,Unknown,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,Some did,"No, I only became aware later",None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,Some of them,Maybe,I wouldn't know if I could trust them at that stage,No,I wouldn't know if I could trust them at that stage,"No, I don't think it would","No, I don't think they would",Somewhat open,No,No,No,No,No,Not applicable to me,Not applicable to me,Male,United Kingdom,Unknown,United Kingdom,Unknown,Back-end Developer|Dev Evangelist/Advocate|Supervisor/Team Lead,Sometimes,0
0,1.0,1,0,39,100-500,No,Unknown,No,No,Yes,I don't know,Maybe,No,Maybe,No,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,Maybe,Would not wish to prejudice the interview process,Maybe,Would not wish to prejudice the interview process,Maybe,Maybe,Somewhat not open,Maybe/Not sure,No,Maybe,Maybe,No,Not applicable to me,Sometimes,Male,United Kingdom,Unknown,United Kingdom,Unknown,Executive Leadership,Sometimes,1
0,1.0,1,0,27,100-500,I don't know,Unknown,I don't know,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,"No, none did",N/A (not currently aware),None did,None did,No,"Yes, all of them","Yes, all of them","No, at none of my previous employers",Some of my previous employers,None did,Some of them,Maybe,Unknown,Maybe,Unknown,Maybe,"No, I don't think they would",Very open,"Yes, I observed",No,No,No,No,Not applicable to me,Not applicable to me,Male,United Kingdom,Unknown,United Kingdom,Unknown,Back-end Developer|DevOps/SysAdmin,Sometimes,0
0,1.0,1,1,31,500-1000,No,No,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,None did,None of them,Yes,First I would like them to focus on my abilities and skills. Then when I would pass the initial interview rounds I would bring it up.,No,The same as previous one.,Maybe,"No, I don't think they would",Somewhat open,No,No,Yes,No,Yes,Sometimes,Often,Male,Czech Republic,Unknown,Czech Republic,Unknown,Supervisor/Team Lead,Sometimes,0
